,Final_text,label_num
6961,الجاهل لما يكذب مافي غرف بالطابق الاول اصلا رابط,0
6962,مترجمات الرجل الرمادي بدوا يترجمون الفصل احبهم احلي فرقه ترجمه في الدنيا,0
6963,نفسي العب رياضه ويوجا واشيل حديد واركب مراجيح وانط حبال,0
6964,عاجل مركز العمليات الروسي لمكافحه كورونا اصابه جديده بفيروس كورونا ليرتفع عدد الاصابات الي,3
6965,كيف اقدر ابلغ علي واحد يمسك جواله وهو يسوق استفهام مستخدم او تفاهمو معه انا تعبت مستخدم,1
6966,مستخدم موظفين القطيف بسبب الحجر ماداوموا هل تعتبر اجازه مرضيه وتطبق عليهم الماده السابعه عشره بعد الماءه,1
6967,وسم يا_صاحبي تطل الشمس معتمه فنحيا بمشكاه من الامل الرشيد تعجب تعجب وسم كورونا وسم كوفيد_ وسم السعوديه وسم وزاره_الصحه,0
6968,من وقت ما بفتح عيني لحد ما بكون في عربيه الشغل ١٥ دقيقه رابط,3
6969,مستخدم عسكري متقاعد وعدد افراد الاسره افراد ومدعوم من الصندوق وراتب التقاعد ريال هل لديكم حلول لمن مثل حالتي استفهام,1
6970,مستخدم مستخدم اخي الكريم هل الزامي ارسالرفع صوره الهويه الخاصه بي علي موقعكم لاتمام طلبي وايصاله لي الذي تم دفع مبلغه تعجب,1
6971,عيناها ك کفيروس كورونا وقلبي صيني لايتحمل,0
6972,اشعر بان هنالك شيء في صدري انطفا الي الابد,0
6973,وسم فرجت_مع_الرااوي_دخيل ودي اوصلك رساله تسبق الريح اكون فيها صريح و بعدها استريح احبك في الله,0
6974,مستخدم مستخدم مستخدم مستخدم مستخدم مستخدم مستخدم شوفو لنا حل مع تكوير يامسءوليين وسم رواتب_انديه_الحي_,0
6975,مستخدم السلام عليكم انتم ذكرتو ان البيض متوفر بكميات كبيره وينه غير موجود في السوق وش السالفه,1
6976,مستخدم كلامك عين العقل عطوه اكبر من حجمه والهدف الي يبيه وصل له عن طريق النصر واعلامه,0
6977,ماشاءالله عليكم مستخدم عشان اكلم الموظف احتاج ٥ دقايق تقريبا من الاعلانات و التطفيش شكرا لكم,0
6978,مستخدم مستخدم نشكرك اخي العزيز ضحوي لنا الشرف في معرفتك اطال الله في عمرك,0
6979,نخطء فيغفر نشكر فيزيد نقصر فيستر ننكسر فيجبر ما خاب رجاء في رب كريم,0
6980,نعمه عظيمه من رب كريم الحمدالله ان الوقايه من البلاء تمثلت في بقاءنا في بيوتنا وليس اخراجنا منها وسم كورونا_الجديد,0
6981,في ناس حرام نقدرها او نحترمها وسم رفعت_الجلسه,0
6982,و الحقيقه ان اصعب حاجه انك تدعي ربنا ينسيك حاجه كنت في يوم بتدعي ان ربنا يديمها عليك,0
6983,ممكن تشوفون لنا حل لطلالب الانتساب ثالث ثانوي للدخول علي المنضومه مستخدم,2
6984,انت اسراري وناري مالي في الحب اختيار,0
6985,مستخدم فوز الملكي باذن الله ياخوفي نفقد الصداره بسبب الهنود,0
6986,مستخدم ٢ الشهر هذا كيف ادفع الاقساط والتزاماتي الماليهلماذا لا ترجعونها فورا حتي اوفي بالتزاماتي تجاه الناس حسبنا الله ونعم الوكيل,1
6987,عاجل رءيس الوزراء الايطالي نطبق اجراءات لتقييد الحركه لم نشهدها منذ الحرب العالميه الثانيه للحد من انتشار فيروس كورونا,3
6988,اهني الترفيه فهم حققو مقوله السرعه والاتقان نجاحات عديده بوقت وجيز واحتضان لفعاليات كبيره جدا ب وسم موسم_جده,0
6989,مستخدم علي قد يدك مد لحافك اذا معك قيمه الشقه بدون ما تتسلفون خذوا شقه اما البيت فاكيد انكم بتسلفون وتجلسون تقسطون سنين,4
6990,سبحان الله فينما لقيتي شي بركاسه صحفيه كاتلقي فيها بوعار كيكتب بلعودي فهاديك رياضه نموذجا الرجاوي راجل مك,0
6991,بس الواحد مش رح يحكي غير الله يختار الاحسن,0
6992,مستخدم السلام عليكم كل ما اجي اسجل يطلع مسج ليس لديك رقم مسجل ف نظام ابشر ماهو الحل,1
6993,مستخدم انا شريت بيت عن طريق القرض المدعوم قبل ٥ اشهر هل دعم المدنيين اللي فوق ٤٠ سنه والذي خبره متداول يشملني,1
6994,مستخدم ايه الدوك اللي بيخاف يبني جمد قلبك مش كده غطي راسك بالبطانيه العفريت بيخاف من البطاطين,0
6995,وسم موسم_جده موسم استثناءي خورافب لما يحمله من تنوع كبير في الفعاليات الترفيهيه و الثقافيه,0
6996,ده ما حل ابدا طيب لو كان في اسعاف لو في ناس لاحقين شغل مهم استفهام رابط,1
6997,مستخدم ليه انا اخر من يعلم هابي بيرثداي ياقلبي,0
6998,مصرع اشخاص في حريق اندلع في ولايه وسم الاباما الاميركيه,3
6999,مستخدم قبلت اكثر من دعوه تطوعيه والغيت ثلاثه منها وبقت وحدع ماردوا عليها وش سبب الالغاء ومتي يردون علي الدعوه الاخيره,1
7000,مستخدم مساء الخير ان رديتو عليه استفهام هل الاستقدام من بنجلاديش عامله منزليه اغلق نهاءيا ام اللي حاصل فوضه من المكاتب الداخليه والخارجيه استفهام,1
7001,اول ماترجع الدنيا طبيعيه راح يجيك واحد يمزح ويقول لاتسلم علي عشان كورونا هه مثل اللي يمزح يوم العيد ويقول انا صايم,0
7002,مستخدم مرحبا هل صحيح بانه تم ايقاف مبادره البناء الذاتي و شراء وحده من السوق,1
7003,البتاع ده بيفتح اسهل من الالوميتال عندي محدش يعرف المقاول رابط,0
7004,بعد موت الماره في شوارع تركيا بالكورنا الان تجتاح السجون هناك رابط,3
7005, مستخدم للاطلاع ع تعليقات العملاء تحت الاعلان,0
7006,الحب الحقيقي هو الاخلاص الذي لاتشرك به احد قال الرافعي عنه ما دمت تهوي حبيبا فالفءاد له وليس ينزل في قلب حبيبان,4
7007,عزيزي البرد احنا في مصر ولسنا في القطب المتجمد الشمالي راجع الخريطه وراجع نفسك مش فساد وبلحه وبرد اعقل,0
7008,وعيك يحدد مكانك فاختر المكان الذي يحميك ويحمي مجتمعك بعد توفيق الله وسم كلنا_مسءول وسم فيروس_كورونا وسم تعليم_الطاءف مستخدم,4
7009,تدهشني قدرتك علي قلبي قلبي الذي اظنه صلب في اغلب الاحيان كيف يكون معك بكل هذا اللين داءما,0
7010,مستخدم كيف اسوي وكاله ع السياره ل اخوي الثاني ع السياره,1
7011,العن شركه والله انا موبايلي ومناسبتني جدا خدماتهم وسم فايبر_STC_بريال,0
7012,السلام عليكم رفعت طلب رقم وذلك لربط المءسسه بالتامينات الاجتماعيه ولم يصلني رد او تحل المشكله مستخدم مستخدم مستخدم,2
7013,مستخدم سلام عليكم حاله الاستحقاق غير مستحق وش الاسبابارجو الرد وشكرا,1
7014,مستخدم السلام عليكم ممكن تعطوني رقم صادر التاشيرات,2
7015,اللهم ارزقني قلبا لا يتكاسل عن صلاتك ولا يءخرها,2
7016,مستخدم لوكيتا اسمع اليوم بءذن الله الريال بيبدع لان الاتلتكو منهار جدا,0
7017,بسبب كورونا  اللهم اجبر الامريكان وقادتهم اللجوء الي العراق وسوريا واليمن وليبيا بحثا عن الامان امين يارب العالمين,0
7018,مستخدم مستخدم تم رفض علاجي من قبل بوبا للتامين ورفض هاتف خدمه العميل التجاوب مع اي مطالبات طبيه مالحل في نظركم استفهام,1
7019,مستخدم كيف يتم الغاء عقد ايجار متوفي رحمه الله استفهام,1
7020,مستخدم اخي لديا عامله تبغي تتنازل عن قضيه شكوه عشان تقدر تنقل لمنشاه ثانيه ايش نسوي,1
7021,شكرا يا مصر علي امتحاناتك الروعه اللي ما بتتحلش,0
7022,متي تشوف بدموعي وابتساماتي اشياء ما قلتها عندك ولا مره استفهام,0
7023,مستخدم حبيبي ممكن تسوي لسنابي اعلان بحكم ان عندك متابعين من الطاءف,2
7024,مستخدم السلام عليكم قدمت شكوي لمستشارك العمالي من اربع ايام وللحين ماجاني الرد هذا رقم الطلب ارجو الرد ضروري,2
7025,هل تتوقع في يوم من الايام ان تصبح هامور,1
7026,مستخدم هل اقدر اتحصل ع قرض مدعوم بمجرد ما اسجل ع طول,1
7027,وسم حساب_المواطن يقولون ليلي بالعراق مريضه فيا ليتني كنت الطبيب المداويا,0
7028,شتاء طنطوره ناقصه فضل شاكر لو يجي بلحيه هو حر,0
7029,يا رب انه في امر الدفاع رقم ٦ يسمحولنا نروح نحلق وسم سعد_جابر وسم الاردن_يقاوم وسم كورونا_الجديد,2
7030,مستخدم مستخدم مستخدم غريبه ليش في اخبار يقولو نزلت للي مقدمين في شهر,1
7031,وسم صباح_الخير اتذبل فيك امنيه وانت بماءالدعاء تسقيها استفهام تعجب,1
7032,مستخدم السلام عليكم هل يحق للمنشاه ايقاف البدلات,1
7033,عشاني قررت اشد حيلي في اخر ترمللحين ما سلموني كتب,0
7034,اكثر اثنين احترمهم في حياتي اللي يناديني للاكل و اللي يقول خلوها تنام,0
7035,مستخدم يا موسم جده عندي ضيوف من روسيا وحابين يشوفوا جده التاريخيه في احد هناك ممكن يشرح لهم عن المنطقه,1
7036,حتي تطبيق الكويت يشتكون منه احذفوها القديمه افضل وتغييرات قليله اضافات حذف خانات,4
7037,مافيش اي حاجه تطبطب علي قلبك كده غير عبله رز بلبن من ابو حمزه غير كده مافيش,0
7038,وسم الصين تحذر رعاياها من السفر للدول الموبوءه صحيح الي استحوا ماتوا وسم كورني وبكي وسبءني واشتكي وسم كورونا وسم الاردن,0
7039,تساءل وجيه تعجب ليش نيكي ميناج تغني في جده عن مءخرتها الواسعه و السعوديات يجبرن علي الحشمه رابط,1
7040,وسم حساب_المواطن الله لايحدنا عليك مع الازمه هذي اقطعوه عن اعيالي,0
7041,اقسم بالله ان المحارش احلي ما في العلاقات رابط,0
7042,مدير منظمه الصحه العالميه قلقون للغايه من استهتار بعض الدول بخطوره انتشار فيروس وسم كورونا ونخشي ان تندم تلك الدول في المستقبل,3
7043,وسم الرءبس_الفلسطيني لم يشتم وسم ترمب اليوم في اي اجتماع للقياده اجتماع القياده غدا عند السابعه مساء بتوقيت وسم القدس_المحتله,3
7044,شعب بيعد القروش البيطلعها من الصرافه دا لو في صرافه اصلا عايزو يثق فيك استفهام,0
7045,جمال البحر وهو يتشكل علي فعاليات بحريه مختلفه ومغامرات قويه شي ابداع صراحه وسم موسم_جده,0
7046,مستخدم السلام عليكم ماسبب عدم وجود وزاره الاسكان بالجبيل علما عام كان فيه توجه لكن الان لايوجد اي مشروع للوزاره استفهام,1
7047,حسبي عليهم غيروني في عينه من بعد ماكنت الغلا واهتمامه,0
7048,مايفهمون انك تحت ضغط نفسي وبفتره صعبه في حياتك بس يفهمون انك صرت نكدي وتتصرف تصرفات غبيه يبونك عالحلوه بس بالمره مين انت,0
7049,مداخله صوتيه الان علي قناه وسم العربيه للحديث عن اخر التطورات في موضوع وسم متضرري_الصندوق_العقاري,3
7050,مستخدم مساء الخير لدي حجز مسموح بشحن شنطتين ٢٣ ك هل بامكاني شحن شنطه واحده وزنها ٤٥ك تقريبا,1
7051,شكلي انا الوحيده اللي بيخلص موسم جده و مارحت الواجهه البحريه,0
7052,لم يكن يعلم انه سيكون احسن لاعب لمس الكوره في مصر حتي وقتنا هذا رابط,3
7053,وسم موسم_جده من الاشياء المميزه في موسم جده التنوع الكبير الموجود فيه,0
7054,ما خلولكم شي يا معتر اكلو البصله وقشرتها رابط,0
7055,اغلاق كنيسه القيامه في القدس لمده اسبوع مبدءيا بسبب فيروس كورونا,3
7056,مرني مثل ضي شمس لخبط صباحاتي وصبح علي,0
7057,مصر من ضمن الدول اللي ارسلت مساعدات ل وسم السودان في ازمتها الاخيره,3
7058,وسم متضرري_الصندوق_العقاري الحمد لله ولا اله الا الله والله اكبر,0
7059,مازلنا بالبدايه نحن مقبلين علي مرحله صعبه وسم كورونا رابط,3
7060,حيث تنقطع تماما عن العالم الخارجي لا حرفيا النفق فش فيه ارسال,0
7061,ازمه كورونا كشفت خطر تحالف الحكومه مع التجار عالبلد تعجب تعجب,0
7062,خصمو علي ريال ليه والله ان معتمد عليه بعد الله اكيد انا موظف علي السلم العام ورواتبه معروفه قليله وعندي عاءله واطفال وسم حساب_المواطن,0
7063,استر وجعي يا الله لا تعري انكساري بنظره شفقه من عبادك,2
7064,عن انس بن مالك رضي الله عنه ان اهل مكه سالوا رسول الله صلي الله عليه وسلم ان يريهم ايه فاراهم القمر شقتين حتي راوا حراء بينهما وسم وسم,3
7065,مستخدم كيف انشط المودم الشبكه انقطعت فجاه وقال لي الموظف انشطها بس ماعرفت كيف,1
7066,مستخدم الطلب رقم ٣٠٠٦٧٨٥٣٤٢٥٨٠ جان موعد وصوله السبت الماضي وارسلتو لي رساله انه راح يتاخر يومين او ثلاث ايام وللحين ما وصل تعجب شوفوا لي حل تعجب,2
7067,الصليهم والغنام والقحطاني انا في اتم الرضا علي الميركاتو الجميل هذا حتي لو ما ربي كتب يجي ظهير ايسر مو مشكله,0
7068,اغار عليك من نفسي ومني ومنك ومن زمانك والمكان ولو اني خبءتك في عيوني الي يوم القيامه ما كفاني,0
7069,مستخدم مستخدم جاء من الصين بعد سنتين والحين راح يلعب بكره في الديربي بس حنكسبهم ان شاء الله,0
7070,مستخدم وسم موظفين_روافد_الطرق لكل ظالم نهايه حسبي الله ونعم الوكيل,0
7071,مستخدم الرجاء حل مشكله التاخير في ايداع الدعم السكني وش فايده العقد اذا ماتطبق,2
7072,التطبيق سيء جدا ومتعب الاصدار السابق افضل بكثير وسم,4
7073,ماخسرت في حياتي الا الرخوم ولاالكفو دايم يميني,0
7074,وسم بسام_فتيني خذ هذي المعلومه اللي عنده مال محيره يشتري حمام ويطيره,0
7075,في حضرۃ حديثك هناك تامل وليس انصات,0
7076,تحيه لشعب وسم كازاخستان وان شاءالله يتادب اللبنانيين في كل مكان تعجب جايكم الزور هنا تعجب وسم جده,0
7077,كلامو بالزبط ينطبق عاللي يجيبو بزورتهم في بيوت الناس او القاعات ويفلتوهم زي الغنم بسلامه الغنم والله رابط,0
7078,بممتت ضحك علي محارشات الالف وحساب موسم جده مشش ممكن اهم شي كلهم متوعدين في الحساب,0
7079,انا الترم التاني هزاكر زي الترم الاول هو انتاا زاكرت في الاول لا بس كنت عايز ازاكر,0
7080,الرءيس عباس يدعو القياده لاجتماع عاجل غدا الساعه السابعه مساء في مقر الرءاسه وسم شبكه_مصدر_الاخباريه,3
7081,مستخدم تحمست احسبك تقولين تشبه وحده في الطايف بغيت اقول عرفيني عليها,0
7082,يااجمل من الورد والوانه يامجمل الدنيا بعيني,0
7083,عود احساسك علي شعور الرضا لو وسط صدرك من الضيقه كثير,0
7084,في مواقف ماينتسينش وهذا سبب يخليني مانعرفش نرد زي زمان مع شخص معين,0
7085,انا الغريب بارض لا اراك بها الروح عندك ان ما سافر الجسد في ضجه الناس بات الشوق يعزلني كانني في بلاد ما بها احد,0
7086,مستخدم انا مقدم علي خادمه في ٤ فبراير وبسبب الوضع الحالي ماراح تجي الخادمه هل اقدر الغي الطلب واسترد كامل المبلغ,1
7087,والله انا ساكته ومتحمله صدق,0
7088,باذن الله السعوديه ودول الخليج العربي تكون اول من يعلن الشفاء من كورونا وترجع الاوضاع طبيعيه بيننا ويبقي الطيران لاوروبا مغلق سنتين قدام,0
7089,مستخدم كل عام وانتي بالف خير وعقبال الميه سنه,0
7090,ربي سترهم والله معجزه الوالدين يموتو في سبيل ابناءهم ربي يحفظ الاحياء ويرحم الاموات رابط,2
7091,مستخدم السلام عليكم ورحمه الله ويركاته ممكن تواصل ع الخاص لبعض الاستفسارات,1
7092,وسم اي_مدينه_سعوديه_تحبها احتاج وظيفه في مكه غير مختلطه والله العظيم في امس الحاجه لاي وظيفه الاجار تراكم بكلريوس دعوه,2
7093,قاعده اسمع اغنيه شغلتها ب زفتها واحس كل ماسمعتها بصيح من الذكريات الحلوه,0
7094,من وسم اسراءيل الي دول وسم الخليج تمنياتي بالسلام معكم وزيارتكم تعجب رابط,2
7095,الذي تركته في صدر احدهم سيضع الله في صدرك شعورا مثله فلا تمد اليه سوي ماتحب ان يغرس فيك وسم سناب_شرورره,4
7096,حسبنا الله ونعم الوكيل علي من اقام هذه الحفلات وسم شتاء_طنطوره,0
7097,مستخدم جرب اظبط و يكون مطابق في العينين الاتنين بعدين تعال اشتكي من التاخير,0
7098,مستخدم بالنسبه لمنح البلديه التي تمت الموافقه عليها من البلديه وتم بعد ذلك احالتها لوزاره الاسكان كيف الاجراء حيال ذلك استفهام,1
7099,ثريد بالارقام عن ازمه كورونا بالسعوديه انصح الجميع يشوفونه رابط,3
7100,ماما كان عندها حق ف كل مره قالتلي فيها مدخلش المطبخ,3
7101,يضيق صدري كل ما قال تذكر استفهام واحس في صدري نهايات الاحلام,0
7102,مستخدم لدي شحنه وصلت لشركه شحن من ١٤ يوم ولم يتم تسليمها لي اتواصل معهم لامجيب ممكن تفيدوني بالاجراء او حل من قبلكم كرما استفهام,2
7103,و الذكريات اللي ف كل ليله تمر ما عمرها مرت علي برد و سلام,0
7104,الجميع امام سيناريوهات مفزعه تتعلق بجغرافيا مصر والاقليم تستحق عملا وطنيا للتصدي لعمليه اغتيال وطن بطريقه دستوريه,3
7105,وسم جده_التاريخيه اصبحت معلم راءع جدا لنشر ثقافتنا فيه من خلال وسم موسم_جده,3
7106,اتمني وضع تعويضات للحالات الاستثناءيه في اغلاق المحلات كوجود حفريات وغيره مستخدم مستخدم,2
7107,نعم هذا ما سيختاره السعوديون اكثرهم تعجب تعجب,0
7108,مستخدم الله يسمع منك ليتوه يروح بس صامله انكت عليكم رغم الالم,0
7109,ادركت انني شخص قوي حينما صبرت علي امر ما في كل يوم وفي كل ليله يبتر جزء من روحي,0
7110,مستخدم الابرار ام قافله الملبي الضيافه ومعي والدتي كبيره بالسن من جده,0
7111,مستخدم كيف اشتكي علي مطعم اخذ فلوسي ولا جاب الطلب لمده ايام,1
7112,وسم اي_مدينه_سعوديه_تحبها كل المدن بس مكه غير مكه هي الحب,0
7113,مستخدم سلام عليكم هل يشمل قرار اعفاء المقابل المالي الاقامه رقم,1
7114,اللهم قوني اذا ضعفت وبث في قلبي الامل اذا ياست واجعل لي من كل ضيق مخرجا تعجب تعجب,2
7115,الحمدلله ان لحق علي زمن ما بعد الصحوه افضل قرار بالسعوديه الجديده,0
7116,الله يلعن كورونا كان خليتني اتحمل هذي الامور كلها,0
7117,سعيت نحوك ياربي ولي امل والسعي في طاعه الرحمن مشكور مني اجتهاد وسعي في مناكبها ومنك ياربي توفيق وتيسير وسم صباح_الخير,0
7118,السينما ع البحر من التجارب الجميله صراحه جهود مميزه و ابداع وسم موسم_جده,0
7119,تشخيص سياسي بوصف رياضي ما فعلته المعارضه الحاليه بتاريخ المعارضه القديمه يشبه ما فعله الجيل الحالي بتاريخ رياضه كره القدم وسم بسمات_وطن,0
7120,طاريك ماغاب عن فكري وعن بالي عمر الوفا مايموت بقلب السبيعي,0
7121,مافيه اي عمل انشر فيه الا من رفع المترجم نفسه بالله لحد يترجم ون بيس وريحونا منهم,4
7122,مستخدم سلام عليكم هل استطيع الاغاء بلاغ الهروب من منصه ابشر لعامل منزلي,1
7123,في الموعد الاول كان كل شيء اشبه بحلم حتي اتي الموعد الثاني والثالث والرابع وال لم يسعنا الحلم,0
7124,مستخدم مستخدم مستخدم مافي رد ولا خدمه عملاء طلبت منهم وولا جتني رساله فيها رقم الطلب وولا موعد التوصيل,0
7125,مستخدم ابي شهاده شطب سجل تجاري سبق واستخرجتها ولكن فقدتها,2
7126,مستخدم مستخدم التطبيق حتي الان لايعمل نفس الاشكاليه تم التسجيل بنجاح ولكن التطبيق ينهار بمجرد الدخول اليه رابط,0
7127,وخذ كل شي في خاطرك بس هاتك,0
7128,مستخدم تم رفع طلب نقل ملكيه سجل تجاري رقم مرفق معه خطاب التنازل قبل ٣ ايام ولم يتم الرد حتي الان ارجو الافاده,2
7129,مستخدم السلام عليكم مفوتر اربعه كم يجي معه شرايح متعدده,1
7130,مستخدم السلام عليكم نشكر لكم مجهودكم عندي استفسار كم تستغرق مده الفحص لاخذ نتيجه الكورونا,1
7131,الله يلعنه حسبنا الله ونعم الوكيل فيه اللهم انزل عليه غضبك واجعله عبره لمن لم يعتبر وسم موسم_الرياض وسم موسم_جده,0
7132,كندا وفاه جديده بفيروس كورونا واصابه خلال ساعه الماضيه م ك م,3
7133,وسم اي_مدينه_سعوديه_تحبها وما غير مكه القلب يهوي والروح متعلقه مهما سافر عنها الجسد,0
7134,تجيني في الاغاني في السوالف في سءال الحال تجيني كل ما شميت عطرك ويتخيلي,0
7135,مستخدم النظام مايقبل اسم تجاري عربي مطابق للشروط ارجو الدعم,2
7136,مستخدم قدمت علي استرجاع المقابل المالي قبل ايام ولازال في انتظار التحقق مءسسه النقد متي يتم التحقق استفهام,1
7137,لحد يقلي ليش ما تسوي رياضه بنفسك انا رمه ابغا احد ورايا ورايا,0
7138,وسم كورونا_الجديد ٢ في ١ يصيب الجهاز التنفسي ويطلع خياس النفوس الدنيءه,0
7139,يارب اكفنا بحلالك عن حرامك واغنني بفضلك عمن سواءك وسم حساب_المواطن,2
7140,وسم فايبر_STC_بريال اذا بتقدم علي فايبر لازم تشوف اذا منطقتك تدعم الفايبر او لا,4
7141,مستخدم سلام عليكم ارغب في تحديث ملف المنشاه رقم,2
7142,مستخدم في زحام من النعم,0
7143,ي ويل قلبي منه يكثر ماغليه ويكثر ماله في خفوقي معزه,0
7144,مستخدم هل الزياره المفرده من الممكن تجديدها لتصبح ١٨٠ يوم متصله بدون الخروج والعوده وكم تكلفه التجديد,1
7145,مستخدم السلام عليكم لدي حكم نهاءي من المحكمه العماليه ضد مستشفي حكومي هل اقدم للتنفيذ لديكم بشكل شخصي او الكتروني استفهام,1
7146,جده جميله هذا المساء وكان هناك بادره لقاء بيني وبينها تعجب,0
7147,الثقه في الحب ان اغيب عنك او انام وانا علي يقين بانك لن تفعل شيء يخذلني من وراء قلبي حتي لو قدموا لك الدنيا باكملها,0
7148,مستخدم مدرسه المنارات بالخبر تذهب بالطلاب لرحله لمدينه العاب غدا في هذه الاوضاع ارجوا اخذ اللازم ومنعهم لسلامه الابناء,0
7149,لو تباعدك الظروف انا غيرك ما اششوف,0
7150,مستخدم للاسف مو موجود في الخيارات,0
7151,انا عندي كميه عصبيه لو اتحولت لكهربا هتكفي مصر لمده سنه قدام,0
7152,مستخدم ارجوا التكرم والرد علي طلبي بخصوص المنشاه,2
7153,احبيني لاني الوحيد في هذا العالم الذي تستطيعين ان تتحدثين معه ساعه كامله عن جرح صغير في يدك و انا في كامل انتباهي,0
7154,مستخدم السلام عليكم ارغب في تاسيس مصنع مستلزمات طبيه ولم استطع اصدار السجل لعدم وجود التخصص فهل ممكن الافاده وشكر,2
7155,مستخدم الله لا يقومك بالسلامه بقدر ما ساعدت في دمار الاوطان,0
7156,وسم موسم_جده صغار و شباب وتفاصيل اخري اهتموا بها في موسم جده لانجاحه,0
7157,مستخدم السلام عليكم انا قدمت علي تصريح لكن ماعرفت اطبعه,1
7158,تمديد عطله المدارس في تركيا حتي نهايه شهر نيسان القادم وتستمر العمليه التعليميه عن طريق الانترنت وسم تركيا وسم كورونا,3
7159,عندك قطاف تبي عرض رقمك خاص وسم كم_مره_حبيت,1
7160,مستخدم الا انا قلت خلاص,0
7161,مستخدم لدي سوال اريد تاجير عقاري علي شركه وبجواري عواءل يرفضون ذلك علما باننا علي شارع,1
7162,مستخدم لا تبكي احمد ربك انكم ما خسرتو تستحقون الخساره والله,0
7163,مستخدم السلام عليكم هل يحق لصاحب المنشاه في القطاع الخاص خصم من الراتب بالوضع الحالي من الجاءحه,1
7164,الحمدلله مرتاحه ومستمتعه لكن ما وصلت لمستوي السعاده للحين رابط,0
7165,افضل من انجبت ملاعب الكوره في مصر لعبا وخلقا رابط,0
7166,وسم جده_الان يارب مايطلعون الطايف عندنا حر تري,0
7167,تطمن مكانك في يسار الصدر محفوظ ولا فيه احد يقدر يطوله و يرتاده,0
7168,ماتت امه بالابواء وهو ذاهب الي مكه وهو ابن ست سنين وسم نشر_سيرته وسم,3
7169,طيب ماهو اتوقف قبل كده كتير حتي بقي اسمه الموقوف عمل ايه هايموت ويعيش حنفي,0
7170,شكل الموضوع بنحوله للشرطه لان وزاره التجاره فشلت في حل المشكله و ساكو ماراح اسكت عن حقي لو اوصلها للمحاكم مستخدم مستخدم وسم ساكو_نصابين,0
7171,اول حالتي وفاه ب وسم كورونا في وسم جنوب_افريقيا والاصابات تتجاوز الالف,3
7172,مستخدم السلام عليكم رجاء الرد خاص الافاده شكرا لكم,2
7173,وانت تدري انك اجمل شمس تشرق في سماي,0
7174,مستخدم لي شهر طالبه استرداد رسوم الجديه من مشروع شمس الديار والا الان لم يتم الاسترداد مستخدم,2
7175,مستخدم عندي مشكله في توثيق الحساب والبيانات ارسلتها لكم بالكامل الان صار اربع ايام وما جاء اس توثيق لحساب لكي اعمل ارجو حل المشكله استفهام,2
7176,ما في ورد بيطلب مي الورد بيبقي سكوت اذا ما سقيته شوي شوي ع السكت بيموت,0
7177,مستخدم السلام عليكم انتشرت صوره عن البناء الذاتي انه يوقف نهايه مارس وردكم مستمرون ارجو التوضيح,1
7178,انا ليه يارب فاشله كدا في فتح المواضيع ليه استفهام,1
7179,بعد بيع فودافون متخيل ان دي هتفشخنا بطريقه ما,0
7180,اس تي سي اليوم شفيكم زعلانين علينا ومخلين نتكم ضعيف,0
7181,مستخدم السلام عليكم تجاليدالوكاله علي السياره البيضاء هل عليها مخالفه ارجو الرد,1
7182,الله يصبرني علي مخي والافكار اللي فيه,2
7183,ارجوكم تعرفون وين مشغل زهره توليب بالسويدي وسم مكياجك_مع_قصر_العروس وسم فايبر_STC_بريال وسم فيديو_تتويج_النصر وسم علي_خلق_عظيم,1
7184,مستخدم انا حاليا علي راس العمل علي نطام المكافات وغير مرتبط بوظيفه كيف اعدل بياناتي هل هي عن طريق الموقع ولا زياره فرع الاوقاف تعجب,1
7185,في ناس قاعدين يطلعون لي بالتايم ما اذكر متي تابعتهم,1
7186,الواجب انصاف وسم متضرري_الصندوق_العقاري فلماذا المماطله والوعود التي تءلم المواطن وتجعله يعيش في حسره من امره وسم العقاري هو سكن وهو قبر الدنيا,2
7187,مستخدم متي يفتح افراغ الصكوك في ينبع لنا اكثر سبعه او ثمانيه شهور موقفه بشتري عن طريق الاسكان لكن لسي موقفه,1
7188,مستخدم قصر الاواني انظروا لحسابهم واستهتارهم مع العملاء لارقيب ولاحسيب شحنات ماوصلت وشحنات تصل ناقصه وفلوسهم اخذوها كامله,0
7189,من علامات النضج مالك خلق تتهاوش ولا لك خلق تراضي احد,0
7190,ما اعرف ارتب شعوري ولا اخفيه ان جيت كلي و ان تنحيت كلي و انا معك في كل شي تسويه الا محلي لا يتغير محلي,0
7191,الي يشم ريحه حريق ع كلام وزاره صحه انها من اعراض كورونا وسم ريحه_حريق_في_الرياض,3
7192,مستخدم سلام عليكم عندي استفسار اذا ممكن معاي سياره بسم الوالد وانا الي استخدمها وعلي قسايم ومامعي رخصه اقدر اسويلها تفويض علي ولا لا,1
7193,مستخدم معالي وزير التجاره اذا عندي شكوي علي احد المحلات لم تطبق الاحترازات الوقاءيه من كورونا وين اقدمها استفهام او اكلم مين استفهام,1
7194,مستخدم مرحبا انا باءع شقه سكنيه وادخلت الرقم الضريبه لشهاده الاعفاء لمواطن اخر بالخطا كيف الغي هذا الطلب من صفحتي,1
7195,وسم حساب_المواطن بنسوي بحوث ومشاريع باسعار مخفضه للتواصل ٠٥٥٣٣٠٨٦٨٧,3
7196,لابد الوقوف مع الصين في هذا الازمه وتقديم مالديكم من خبراء,4
7197,مستخدم مستخدم انتي اسكتي توه خيرلك عشان انا علي سبله,0
7198,لو يجي هالكون كله في يدي ما بغيت الا يدينك لي وطن,0
